Re,Pr,Da,porosity,thickness,amplitude,wavelength,Nuavg,DelP_Pa
25,3,1e-05,0.75,0.2,0.2,4.0,7.6806,15.616687
25,3,1e-05,0.75,0.3,0.2,4.0,8.5729,28.899207
25,3,1e-05,0.7,0.1,0.2,4.0,7.0142,7.575175000000001
25,3,1e-05,0.7,0.2,0.2,4.0,7.682,15.651542999999998
25,3,1e-05,0.7,0.3,0.2,4.0,8.5748,28.963023
25,3,1e-06,0.85,0.1,0.2,4.0,7.0385,25.442321
25,3,1e-06,0.85,0.2,0.2,4.0,7.7143,80.868153
25,3,1e-06,0.85,0.3,0.2,4.0,8.6209,171.860148
25,3,1e-06,0.8,0.1,0.2,4.0,7.0387,25.498289
25,3,1e-06,0.8,0.2,0.2,4.0,7.7146,80.979111
25,3,1e-06,0.8,0.3,0.2,4.0,8.6213,172.030096
25,3,1e-06,0.75,0.1,0.2,4.0,7.0389,25.560255
25,3,1e-06,0.75,0.2,0.2,4.0,7.7149,81.102066
25,3,1e-06,0.75,0.3,0.2,4.0,8.6216,172.22004
25,3,1e-06,0.7,0.1,0.2,4.0,7.0392,25.627219
25,3,1e-06,0.7,0.2,0.2,4.0,7.7152,81.238017
25,3,1e-06,0.7,0.3,0.2,4.0,8.622,172.439979
25,6,0.001,0.85,0.1,0.2,4.0,7.299,4.0947113
25,6,0.001,0.85,0.2,0.2,4.0,7.891,5.8794465
25,6,0.001,0.85,0.3,0.2,4.0,8.5768,8.6489802
25,6,0.001,0.8,0.1,0.2,4.0,7.3042,4.1094925
25,6,0.001,0.8,0.2,0.2,4.0,7.8984,5.9083518
25,6,0.001,0.8,0.3,0.2,4.0,8.5854,8.6981418
25,6,0.001,0.75,0.1,0.2,4.0,7.3096,4.1249485
25,6,0.001,0.75,0.2,0.2,4.0,7.9062,5.9389199
25,6,0.001,0.75,0.3,0.2,4.0,8.5947,8.750560799999999
25,6,0.001,0.7,0.1,0.2,4.0,7.3154,4.141176
25,6,0.001,0.7,0.2,0.2,4.0,7.9145,5.9713457
25,6,0.001,0.7,0.3,0.2,4.0,8.6045,8.8068313
25,6,0.0001,0.85,0.1,0.2,4.0,7.6201,5.1825259
25,6,0.0001,0.85,0.2,0.2,4.0,8.3118,8.0369898
25,6,0.0001,0.85,0.3,0.2,4.0,9.205,12.857629
25,6,0.0001,0.8,0.1,0.2,4.0,7.6232,5.193996299999999
25,6,0.0001,0.8,0.2,0.2,4.0,8.3156,8.0580114
25,6,0.0001,0.8,0.3,0.2,4.0,9.2099,12.895281
25,6,0.0001,0.75,0.1,0.2,4.0,7.6263,5.206143
25,6,0.0001,0.75,0.2,0.2,4.0,8.3196,8.080504000000001
25,6,0.0001,0.75,0.3,0.2,4.0,9.2149,12.935897
25,6,0.0001,0.7,0.1,0.2,4.0,7.6296,5.219061900000001
25,6,0.0001,0.7,0.2,0.2,4.0,8.3237,8.104763
25,6,0.0001,0.7,0.3,0.2,4.0,9.2202,12.979471
25,6,1e-05,0.85,0.1,0.2,4.0,7.708,7.534962999999999
25,6,1e-05,0.85,0.2,0.2,4.0,8.4314,15.557938
25,6,1e-05,0.85,0.3,0.2,4.0,9.3798,28.793528
25,6,1e-05,0.8,0.1,0.2,4.0,7.709,7.546976
25,6,1e-05,0.8,0.2,0.2,4.0,8.4327,15.585818
25,6,1e-05,0.8,0.3,0.2,4.0,9.3815,28.843375
25,6,1e-05,0.75,0.1,0.2,4.0,7.7101,7.56038
25,6,1e-05,0.75,0.2,0.2,4.0,8.4341,15.616687
25,6,1e-05,0.75,0.3,0.2,4.0,9.3833,28.899207
25,6,1e-05,0.7,0.1,0.2,4.0,7.7112,7.575175000000001
25,6,1e-05,0.7,0.2,0.2,4.0,8.4355,15.651542999999998
25,6,1e-05,0.7,0.3,0.2,4.0,9.3852,28.963023
25,6,1e-06,0.85,0.1,0.2,4.0,7.7359,25.442321
25,6,1e-06,0.85,0.2,0.2,4.0,8.4679,80.868153
25,6,1e-06,0.85,0.3,0.2,4.0,9.4307,171.860148
25,6,1e-06,0.8,0.1,0.2,4.0,7.7361,25.498289
25,6,1e-06,0.8,0.2,0.2,4.0,8.4681,80.979111
25,6,1e-06,0.8,0.3,0.2,4.0,9.431,172.030096
25,6,1e-06,0.75,0.1,0.2,4.0,7.7363,25.560255
25,6,1e-06,0.75,0.2,0.2,4.0,8.4684,81.102066
25,6,1e-06,0.75,0.3,0.2,4.0,9.4314,172.22004
25,6,1e-06,0.7,0.1,0.2,4.0,7.7366,25.627219
25,6,1e-06,0.7,0.2,0.2,4.0,8.4687,81.238017
25,6,1e-06,0.7,0.3,0.2,4.0,9.4317,172.439979
25,20,0.001,0.85,0.1,0.2,4.0,9.5331,4.0947113
25,20,0.001,0.85,0.2,0.2,4.0,10.246,5.8794465
25,20,0.001,0.85,0.3,0.2,4.0,11.075,8.6489802
25,20,0.001,0.8,0.1,0.2,4.0,9.5394,4.1094925
25,20,0.001,0.8,0.2,0.2,4.0,10.255,5.9083518
25,20,0.001,0.8,0.3,0.2,4.0,11.085,8.6981418
25,20,0.001,0.75,0.1,0.2,4.0,9.5459,4.1249485
25,20,0.001,0.75,0.2,0.2,4.0,10.264,5.9389199
25,20,0.001,0.75,0.3,0.2,4.0,11.096,8.750560799999999
25,20,0.001,0.7,0.1,0.2,4.0,9.5527,4.141176
25,20,0.001,0.7,0.2,0.2,4.0,10.274,5.9713457
25,20,0.001,0.7,0.3,0.2,4.0,11.108,8.8068313
25,20,0.0001,0.85,0.1,0.2,4.0,9.8986,5.1825259
25,20,0.0001,0.85,0.2,0.2,4.0,10.71,8.0369898
25,20,0.0001,0.85,0.3,0.2,4.0,11.745,12.857629
25,20,0.0001,0.8,0.1,0.2,4.0,9.9021,5.193996299999999
25,20,0.0001,0.8,0.2,0.2,4.0,10.714,8.0580114
25,20,0.0001,0.8,0.3,0.2,4.0,11.751,12.895281
25,20,0.0001,0.75,0.1,0.2,4.0,9.9058,5.206143
25,20,0.0001,0.75,0.2,0.2,4.0,10.719,8.080504000000001
25,20,0.0001,0.75,0.3,0.2,4.0,11.757,12.935897
25,20,0.0001,0.7,0.1,0.2,4.0,9.9096,5.219061900000001
25,20,0.0001,0.7,0.2,0.2,4.0,10.724,8.104763
25,20,0.0001,0.7,0.3,0.2,4.0,11.763,12.979471
25,20,1e-05,0.85,0.1,0.2,4.0,9.9981,7.534962999999999
25,20,1e-05,0.85,0.2,0.2,4.0,10.842,15.557938
25,20,1e-05,0.85,0.3,0.2,4.0,11.931,28.793528
25,20,1e-05,0.8,0.1,0.2,4.0,9.9993,7.546976
25,20,1e-05,0.8,0.2,0.2,4.0,10.843,15.585818
25,20,1e-05,0.8,0.3,0.2,4.0,11.933,28.843375
25,20,1e-05,0.75,0.1,0.2,4.0,10.001,7.56038
25,20,1e-05,0.75,0.2,0.2,4.0,10.845,15.616687
25,20,1e-05,0.75,0.3,0.2,4.0,11.935,28.899207
25,20,1e-05,0.7,0.1,0.2,4.0,10.002,7.575175000000001
25,20,1e-05,0.7,0.2,0.2,4.0,10.847,15.651542999999998
25,20,1e-05,0.7,0.3,0.2,4.0,11.937,28.963023
25,20,1e-06,0.85,0.1,0.2,4.0,10.03,25.442321
25,20,1e-06,0.85,0.2,0.2,4.0,10.883,80.868153
25,20,1e-06,0.85,0.3,0.2,4.0,11.986,171.860148
25,20,1e-06,0.8,0.1,0.2,4.0,10.03,25.498289
25,20,1e-06,0.8,0.2,0.2,4.0,10.883,80.979111
25,20,1e-06,0.8,0.3,0.2,4.0,11.986,172.030096
25,20,1e-06,0.75,0.1,0.2,4.0,10.03,25.560255
25,20,1e-06,0.75,0.2,0.2,4.0,10.883,81.102066
25,20,1e-06,0.75,0.3,0.2,4.0,11.987,172.22004
25,20,1e-06,0.7,0.1,0.2,4.0,10.031,25.627219
25,20,1e-06,0.7,0.2,0.2,4.0,10.883,81.238017
25,20,1e-06,0.7,0.3,0.2,4.0,11.987,172.439979
25,50,0.001,0.85,0.1,0.2,4.0,12.367,4.0947113
25,50,0.001,0.85,0.2,0.2,4.0,13.26,5.8794465
25,50,0.001,0.85,0.3,0.2,4.0,14.292,8.6489802
25,50,0.001,0.8,0.1,0.2,4.0,12.375,4.1094925
25,50,0.001,0.8,0.2,0.2,4.0,13.272,5.9083518
25,50,0.001,0.8,0.3,0.2,4.0,14.306,8.6981418
25,50,0.001,0.75,0.1,0.2,4.0,12.383,4.1249485
25,50,0.001,0.75,0.2,0.2,4.0,13.283,5.9389199
25,50,0.001,0.75,0.3,0.2,4.0,14.32,8.750560799999999
25,50,0.001,0.7,0.1,0.2,4.0,12.392,4.141176
25,50,0.001,0.7,0.2,0.2,4.0,13.296,5.9713457
25,50,0.001,0.7,0.3,0.2,4.0,14.335,8.8068313
25,50,0.0001,0.85,0.1,0.2,4.0,12.821,5.1825259
25,50,0.0001,0.85,0.2,0.2,4.0,13.832,8.0369898
25,50,0.0001,0.85,0.3,0.2,4.0,15.108,12.857629
25,50,0.0001,0.8,0.1,0.2,4.0,12.826,5.193996299999999
25,50,0.0001,0.8,0.2,0.2,4.0,13.838,8.0580114
25,50,0.0001,0.8,0.3,0.2,4.0,15.115,12.895281
25,50,0.0001,0.75,0.1,0.2,4.0,12.83,5.206143
25,50,0.0001,0.75,0.2,0.2,4.0,13.843,8.080504000000001
25,50,0.0001,0.75,0.3,0.2,4.0,15.122,12.935897
25,50,0.0001,0.7,0.1,0.2,4.0,12.835,5.219061900000001
25,50,0.0001,0.7,0.2,0.2,4.0,13.849,8.104763
25,50,0.0001,0.7,0.3,0.2,4.0,15.129,12.979471
25,50,1e-05,0.85,0.1,0.2,4.0,12.945,7.534962999999999
25,50,1e-05,0.85,0.2,0.2,4.0,13.994,15.557938
25,50,1e-05,0.85,0.3,0.2,4.0,15.333,28.793528
25,50,1e-05,0.8,0.1,0.2,4.0,12.946,7.546976
25,50,1e-05,0.8,0.2,0.2,4.0,13.996,15.585818
25,50,1e-05,0.8,0.3,0.2,4.0,15.335,28.843375
25,50,1e-05,0.75,0.1,0.2,4.0,12.948,7.56038
25,50,1e-05,0.75,0.2,0.2,4.0,13.998,15.616687
25,50,1e-05,0.75,0.3,0.2,4.0,15.338,28.899207
25,50,1e-05,0.7,0.1,0.2,4.0,12.95,7.575175000000001
25,50,1e-05,0.7,0.2,0.2,4.0,14.0,15.651542999999998
25,50,1e-05,0.7,0.3,0.2,4.0,15.34,28.963023
25,50,1e-06,0.85,0.1,0.2,4.0,12.984,25.442321
25,50,1e-06,0.85,0.2,0.2,4.0,14.044,80.868153
25,50,1e-06,0.85,0.3,0.2,4.0,15.399,171.860148
25,50,1e-06,0.8,0.1,0.2,4.0,12.985,25.498289
25,50,1e-06,0.8,0.2,0.2,4.0,14.044,80.979111
25,50,1e-06,0.8,0.3,0.2,4.0,15.4,172.030096
25,50,1e-06,0.75,0.1,0.2,4.0,12.985,25.560255
25,50,1e-06,0.75,0.2,0.2,4.0,14.045,81.102066
25,50,1e-06,0.75,0.3,0.2,4.0,15.4,172.22004
25,50,1e-06,0.7,0.1,0.2,4.0,12.985,25.627219
25,50,1e-06,0.7,0.2,0.2,4.0,14.045,81.238017
25,50,1e-06,0.7,0.3,0.2,4.0,15.401,172.439979
100,3,0.001,0.85,0.1,0.2,4.0,8.3007,18.30901
100,3,0.001,0.85,0.2,0.2,4.0,8.9837,26.547066
100,3,0.001,0.85,0.3,0.2,4.0,9.8306,39.525698
100,3,0.001,0.8,0.1,0.2,4.0,8.3088,18.395998
100,3,0.001,0.8,0.2,0.2,4.0,8.9951,26.713999
100,3,0.001,0.8,0.3,0.2,4.0,9.8452,39.835638
100,3,0.001,0.75,0.1,0.2,4.0,8.3173,18.48991
100,3,0.001,0.75,0.2,0.2,4.0,9.0071,26.893847
100,3,0.001,0.75,0.3,0.2,4.0,9.8607,40.170498
100,3,0.001,0.7,0.1,0.2,4.0,8.3263,18.589737
100,3,0.001,0.7,0.2,0.2,4.0,9.0198,27.086602000000003
100,3,0.001,0.7,0.3,0.2,4.0,9.8769,40.532271
100,3,0.0001,0.85,0.1,0.2,4.0,8.5739,22.873401
100,3,0.0001,0.85,0.2,0.2,4.0,9.3115,35.616176
100,3,0.0001,0.85,0.3,0.2,4.0,10.288,57.014529
100,3,0.0001,0.8,0.1,0.2,4.0,8.5773,22.931695
100,3,0.0001,0.8,0.2,0.2,4.0,9.3161,35.745357
100,3,0.0001,0.8,0.3,0.2,4.0,10.294,57.262553
100,3,0.0001,0.75,0.1,0.2,4.0,8.5809,22.993918
100,3,0.0001,0.75,0.2,0.2,4.0,9.3209,35.885458
100,3,0.0001,0.75,0.3,0.2,4.0,10.3,57.536482
100,3,0.0001,0.7,0.1,0.2,4.0,8.5846,23.062059
100,3,0.0001,0.7,0.2,0.2,4.0,9.326,36.040467
100,3,0.0001,0.7,0.3,0.2,4.0,10.307,57.8403
100,3,1e-05,0.85,0.1,0.2,4.0,8.6512,32.728905999999995
100,3,1e-05,0.85,0.2,0.2,4.0,9.4057,66.901586
100,3,1e-05,0.85,0.3,0.2,4.0,10.418,123.045745
100,3,1e-05,0.8,0.1,0.2,4.0,8.6523,32.816631
100,3,1e-05,0.8,0.2,0.2,4.0,9.4074,67.15021800000001
100,3,1e-05,0.8,0.3,0.2,4.0,10.42,123.535292
100,3,1e-05,0.75,0.1,0.2,4.0,8.6535,32.915329
100,3,1e-05,0.75,0.2,0.2,4.0,9.4091,67.435815
100,3,1e-05,0.75,0.3,0.2,4.0,10.422,124.094799
100,3,1e-05,0.7,0.1,0.2,4.0,8.6547,33.027996
100,3,1e-05,0.7,0.2,0.2,4.0,9.4109,67.76437299999999
100,3,1e-05,0.7,0.3,0.2,4.0,10.425,124.744257
100,3,1e-06,0.85,0.1,0.2,4.0,8.6772,105.067714
100,3,1e-06,0.85,0.2,0.2,4.0,9.4355,330.747791
100,3,1e-06,0.85,0.3,0.2,4.0,10.457,700.9853019999999
100,3,1e-06,0.8,0.1,0.2,4.0,8.6774,105.377614
100,3,1e-06,0.8,0.2,0.2,4.0,9.4357,331.557661
100,3,1e-06,0.8,0.3,0.2,4.0,10.458,702.485145
100,3,1e-06,0.75,0.1,0.2,4.0,8.6776,105.737506
100,3,1e-06,0.75,0.2,0.2,4.0,9.4361,332.477521
100,3,1e-06,0.75,0.3,0.2,4.0,10.458,704.214977
100,3,1e-06,0.7,0.1,0.2,4.0,8.6778,106.127391
100,3,1e-06,0.7,0.2,0.2,4.0,9.4364,333.537369
100,3,1e-06,0.7,0.3,0.2,4.0,10.459,706.214794
100,6,0.001,0.85,0.1,0.2,4.0,9.9089,18.30901
100,6,0.001,0.85,0.2,0.2,4.0,10.687,26.547066
100,6,0.001,0.85,0.3,0.2,4.0,11.625,39.525698
100,6,0.001,0.8,0.1,0.2,4.0,9.9182,18.395998
100,6,0.001,0.8,0.2,0.2,4.0,10.7,26.713999
100,6,0.001,0.8,0.3,0.2,4.0,11.641,39.835638
100,6,0.001,0.75,0.1,0.2,4.0,9.9279,18.48991
100,6,0.001,0.75,0.2,0.2,4.0,10.713,26.893847
100,6,0.001,0.75,0.3,0.2,4.0,11.659,40.170498
100,6,0.001,0.7,0.1,0.2,4.0,9.9382,18.589737
100,6,0.001,0.7,0.2,0.2,4.0,10.727,27.086602000000003
100,6,0.001,0.7,0.3,0.2,4.0,11.677,40.532271
100,6,0.0001,0.85,0.1,0.2,4.0,10.22,22.873401
100,6,0.0001,0.85,0.2,0.2,4.0,11.072,35.616176
100,6,0.0001,0.85,0.3,0.2,4.0,12.165,57.014529
100,6,0.0001,0.8,0.1,0.2,4.0,10.224,22.931695
100,6,0.0001,0.8,0.2,0.2,4.0,11.078,35.745357
100,6,0.0001,0.8,0.3,0.2,4.0,12.171,57.262553
100,6,0.0001,0.75,0.1,0.2,4.0,10.228,22.993918
100,6,0.0001,0.75,0.2,0.2,4.0,11.084,35.885458
100,6,0.0001,0.75,0.3,0.2,4.0,12.177,57.536482
100,6,0.0001,0.7,0.1,0.2,4.0,10.232,23.062059
100,6,0.0001,0.7,0.2,0.2,4.0,11.09,36.040467
100,6,0.0001,0.7,0.3,0.2,4.0,12.184,57.8403
100,6,1e-05,0.85,0.1,0.2,4.0,10.307,32.728905999999995
100,6,1e-05,0.85,0.2,0.2,4.0,11.091,66.901586
100,6,1e-05,0.85,0.3,0.2,4.0,12.33,123.045745
100,6,1e-05,0.8,0.1,0.2,4.0,10.309,32.816631
100,6,1e-05,0.8,0.2,0.2,4.0,11.092,67.15021800000001
100,6,1e-05,0.8,0.3,0.2,4.0,12.332,123.535292
100,6,1e-05,0.75,0.1,0.2,4.0,10.31,32.915329
100,6,1e-05,0.75,0.2,0.2,4.0,11.094,67.435816
100,6,1e-05,0.75,0.3,0.2,4.0,12.334,124.094799
100,6,1e-05,0.7,0.1,0.2,4.0,10.311,33.027996
100,6,1e-05,0.7,0.2,0.2,4.0,11.096,67.764374
100,6,1e-05,0.7,0.3,0.2,4.0,12.337,124.744257
100,6,1e-06,0.85,0.1,0.2,4.0,10.337,105.067714
100,6,1e-06,0.85,0.2,0.2,4.0,11.121,330.747791
100,6,1e-06,0.85,0.3,0.2,4.0,12.248,700.9853019999999
100,6,1e-06,0.8,0.1,0.2,4.0,10.337,105.377614
100,6,1e-06,0.8,0.2,0.2,4.0,11.121,331.557661
100,6,1e-06,0.8,0.3,0.2,4.0,12.382,702.485145
100,6,1e-06,0.75,0.1,0.2,4.0,10.337,105.737506
100,6,1e-06,0.75,0.2,0.2,4.0,11.122,332.477521
100,6,1e-06,0.75,0.3,0.2,4.0,12.382,704.214977
100,6,1e-06,0.7,0.1,0.2,4.0,10.337,106.127391
100,6,1e-06,0.7,0.2,0.2,4.0,11.122,333.53736999999995
100,6,1e-06,0.7,0.3,0.2,4.0,12.383,706.214794
100,20,0.001,0.85,0.1,0.2,4.0,14.053,18.309011
100,20,0.001,0.85,0.2,0.2,4.0,15.144,26.547066
100,20,0.001,0.85,0.3,0.2,4.0,16.477,39.525698
100,20,0.001,0.8,0.1,0.2,4.0,14.066,18.395998
100,20,0.001,0.8,0.2,0.2,4.0,15.162,26.713999
100,20,0.001,0.8,0.3,0.2,4.0,16.499,39.835637
100,20,0.001,0.75,0.1,0.2,4.0,14.08,18.48991
100,20,0.001,0.75,0.2,0.2,4.0,15.181,26.893847
100,20,0.001,0.75,0.3,0.2,4.0,16.523,40.170498
100,20,0.001,0.7,0.1,0.2,4.0,14.094,18.589737
100,20,0.001,0.7,0.2,0.2,4.0,15.201,27.086602000000003
100,20,0.001,0.7,0.3,0.2,4.0,16.548,40.532271
100,20,0.0001,0.85,0.1,0.2,4.0,14.464,22.873401
100,20,0.0001,0.85,0.2,0.2,4.0,15.6,35.617176
100,20,0.0001,0.85,0.3,0.2,4.0,17.084,57.014529
100,20,0.0001,0.8,0.1,0.2,4.0,14.469,22.931695
100,20,0.0001,0.8,0.2,0.2,4.0,15.607,35.745357
100,20,0.0001,0.8,0.3,0.2,4.0,17.094,57.262553
100,20,0.0001,0.75,0.1,0.2,4.0,14.475,22.993918
100,20,0.0001,0.75,0.2,0.2,4.0,15.615,35.885459
100,20,0.0001,0.75,0.3,0.2,4.0,17.105,57.536482
100,20,0.0001,0.7,0.1,0.2,4.0,14.481,23.062059
100,20,0.0001,0.7,0.2,0.2,4.0,15.624,36.040467
100,20,0.0001,0.7,0.3,0.2,4.0,17.117,57.840301
100,20,1e-05,0.85,0.1,0.2,4.0,14.578,32.728905999999995
100,20,1e-05,0.85,0.2,0.2,4.0,15.724,66.901586
100,20,1e-05,0.85,0.3,0.2,4.0,17.244,123.045746
100,20,1e-05,0.8,0.1,0.2,4.0,14.58,32.816631
100,20,1e-05,0.8,0.2,0.2,4.0,15.727,67.15021800000001
100,20,1e-05,0.8,0.3,0.2,4.0,17.248,123.535293
100,20,1e-05,0.75,0.1,0.2,4.0,14.582,32.915330000000004
100,20,1e-05,0.75,0.2,0.2,4.0,15.729,67.435816
100,20,1e-05,0.75,0.3,0.2,4.0,17.252,124.0948
100,20,1e-05,0.7,0.1,0.2,4.0,14.583,33.027996
100,20,1e-05,0.7,0.2,0.2,4.0,15.732,67.764374
100,20,1e-05,0.7,0.3,0.2,4.0,17.256,124.744258
100,20,1e-06,0.85,0.1,0.2,4.0,14.617,105.067714
100,20,1e-06,0.85,0.2,0.2,4.0,15.765,330.747791
100,20,1e-06,0.85,0.3,0.2,4.0,17.29,700.9853019999999
100,20,1e-06,0.8,0.1,0.2,4.0,14.617,105.377614
100,20,1e-06,0.8,0.2,0.2,4.0,15.765,331.557661
100,20,1e-06,0.8,0.3,0.2,4.0,17.291,702.485146
100,20,1e-06,0.75,0.1,0.2,4.0,14.618,105.737506
100,20,1e-06,0.75,0.2,0.2,4.0,15.766,332.477521
100,20,1e-06,0.75,0.3,0.2,4.0,17.292,704.214978
100,20,1e-06,0.7,0.1,0.2,4.0,14.618,106.127391
100,20,1e-06,0.7,0.2,0.2,4.0,15.766,333.53736999999995
100,20,1e-06,0.7,0.3,0.2,4.0,17.293,706.214795
100,50,0.001,0.85,0.1,0.2,4.0,18.883,18.309011
100,50,0.001,0.85,0.2,0.2,4.0,20.387,26.547066
100,50,0.001,0.85,0.3,0.2,4.0,22.184,39.525698
100,50,0.001,0.8,0.1,0.2,4.0,18.901,18.395998
100,50,0.001,0.8,0.2,0.2,4.0,20.412,26.713999
100,50,0.001,0.8,0.3,0.2,4.0,22.216,39.835637
100,50,0.001,0.75,0.1,0.2,4.0,18.919,18.48991
100,50,0.001,0.75,0.2,0.2,4.0,20.438,26.893847
100,50,0.001,0.75,0.3,0.2,4.0,22.249,40.170498
100,50,0.001,0.7,0.1,0.2,4.0,18.939,18.589737
100,50,0.001,0.7,0.2,0.2,4.0,20.466,27.086602000000003
100,50,0.001,0.7,0.3,0.2,4.0,22.284,40.532271
100,50,0.0001,0.85,0.1,0.2,4.0,19.443,22.873401
100,50,0.0001,0.85,0.2,0.2,4.0,21.009,35.617176
100,50,0.0001,0.85,0.3,0.2,4.0,23.016,57.014529
100,50,0.0001,0.8,0.1,0.2,4.0,19.45,22.931695
100,50,0.0001,0.8,0.2,0.2,4.0,21.019,35.745357
100,50,0.0001,0.8,0.3,0.2,4.0,23.03,57.262553
100,50,0.0001,0.75,0.1,0.2,4.0,19.458,22.993918
100,50,0.0001,0.75,0.2,0.2,4.0,21.031,35.885459
100,50,0.0001,0.75,0.3,0.2,4.0,23.045,57.536482
100,50,0.0001,0.7,0.1,0.2,4.0,19.466,23.062059
100,50,0.0001,0.7,0.2,0.2,4.0,21.042,36.040467
100,50,0.0001,0.7,0.3,0.2,4.0,23.061,57.840301
100,50,1e-05,0.85,0.1,0.2,4.0,19.597,32.728905999999995
100,50,1e-05,0.85,0.2,0.2,4.0,21.182,66.901586
100,50,1e-05,0.85,0.3,0.2,4.0,23.235,123.045746
100,50,1e-05,0.8,0.1,0.2,4.0,19.6,32.816631
100,50,1e-05,0.8,0.2,0.2,4.0,21.185,67.15021800000001
100,50,1e-05,0.8,0.3,0.2,4.0,23.24,123.535293
100,50,1e-05,0.75,0.1,0.2,4.0,19.602,32.915330000000004
100,50,1e-05,0.75,0.2,0.2,4.0,21.189,67.435816
100,50,1e-05,0.75,0.3,0.2,4.0,23.245,124.0948
100,50,1e-05,0.7,0.1,0.2,4.0,19.605,33.027996
100,50,1e-05,0.7,0.2,0.2,4.0,21.193,67.764374
100,50,1e-05,0.7,0.3,0.2,4.0,23.251,124.744258
100,50,1e-06,0.85,0.1,0.2,4.0,19.65,105.067714
100,50,1e-06,0.85,0.2,0.2,4.0,21.239,330.747791
100,50,1e-06,0.85,0.3,0.2,4.0,23.298,700.9853019999999
100,50,1e-06,0.8,0.1,0.2,4.0,19.651,105.377614
100,50,1e-06,0.8,0.2,0.2,4.0,21.24,331.557661
100,50,1e-06,0.8,0.3,0.2,4.0,23.299,702.485146
100,50,1e-06,0.75,0.1,0.2,4.0,19.651,105.737506
100,50,1e-06,0.75,0.2,0.2,4.0,21.24,332.477521
100,50,1e-06,0.75,0.3,0.2,4.0,23.301,704.214978
100,50,1e-06,0.7,0.1,0.2,4.0,19.652,106.127391
100,50,1e-06,0.7,0.2,0.2,4.0,21.241,333.53736999999995
100,50,1e-06,0.7,0.3,0.2,4.0,23.302,706.214795
250,3,0.001,0.85,0.1,0.2,4.0,10.263,55.44657
250,3,0.001,0.85,0.2,0.2,4.0,11.182,81.625957
250,3,0.001,0.85,0.3,0.2,4.0,12.434,123.026142
250,3,0.001,0.8,0.1,0.2,4.0,10.274,55.781194
250,3,0.001,0.8,0.2,0.2,4.0,11.197,82.277829
250,3,0.001,0.8,0.3,0.2,4.0,12.455,124.264264
250,3,0.001,0.75,0.1,0.2,4.0,10.286,56.139635
250,3,0.001,0.75,0.2,0.2,4.0,11.212,82.977583
250,3,0.001,0.75,0.3,0.2,4.0,12.475,125.592298
250,3,0.001,0.7,0.1,0.2,4.0,10.298,56.524884
250,3,0.001,0.7,0.2,0.2,4.0,11.228,83.734167
250,3,0.001,0.7,0.3,0.2,4.0,12.495,127.040237
250,3,0.0001,0.85,0.1,0.2,4.0,10.453,68.24374399999999
250,3,0.0001,0.85,0.2,0.2,4.0,11.262,107.570681
250,3,0.0001,0.85,0.3,0.2,4.0,12.402,173.60053499999998
250,3,0.0001,0.8,0.1,0.2,4.0,10.457,68.463213
250,3,0.0001,0.8,0.2,0.2,4.0,11.269,108.119634
250,3,0.0001,0.8,0.3,0.2,4.0,12.411,174.73209300000002
250,3,0.0001,0.75,0.1,0.2,4.0,10.462,68.70152999999999
250,3,0.0001,0.75,0.2,0.2,4.0,11.276,108.738563
250,3,0.0001,0.75,0.3,0.2,4.0,12.421,175.993844
250,3,0.0001,0.7,0.1,0.2,4.0,10.467,68.962672
250,3,0.0001,0.7,0.2,0.2,4.0,11.284,109.427351
250,3,0.0001,0.7,0.3,0.2,4.0,12.431,177.42581
250,3,1e-05,0.85,0.1,0.2,4.0,10.501,95.451029
250,3,1e-05,0.85,0.2,0.2,4.0,11.254,192.29868
250,3,1e-05,0.85,0.3,0.2,4.0,12.349,350.77374
250,3,1e-05,0.8,0.1,0.2,4.0,10.502,95.856438
250,3,1e-05,0.8,0.2,0.2,4.0,11.257,193.57792
250,3,1e-05,0.8,0.3,0.2,4.0,12.353,353.39302
250,3,1e-05,0.75,0.1,0.2,4.0,10.503,96.318771
250,3,1e-05,0.75,0.2,0.2,4.0,11.26,195.05709
250,3,1e-05,0.75,0.3,0.2,4.0,12.357,356.42226
250,3,1e-05,0.7,0.1,0.2,4.0,10.505,96.853032
250,3,1e-05,0.7,0.2,0.2,4.0,11.263,196.78619
250,3,1e-05,0.7,0.3,0.2,4.0,12.362,359.95146
250,3,1e-06,0.85,0.1,0.2,4.0,10.522,280.450627
250,3,1e-06,0.85,0.2,0.2,4.0,11.249,866.40768
250,3,1e-06,0.85,0.3,0.2,4.0,12.331,1826.2476
250,3,1e-06,0.8,0.1,0.2,4.0,10.522,281.6604
250,3,1e-06,0.8,0.2,0.2,4.0,11.25,870.40739
250,3,1e-06,0.8,0.3,0.2,4.0,12.333,1834.24727
250,3,1e-06,0.75,0.1,0.2,4.0,10.522,283.070156
250,3,1e-06,0.75,0.2,0.2,4.0,11.251,875.21708
250,3,1e-06,0.75,0.3,0.2,4.0,12.334,1843.74692
250,3,1e-06,0.7,0.1,0.2,4.0,10.523,284.77989
250,3,1e-06,0.7,0.2,0.2,4.0,11.252,880.91675
250,3,1e-06,0.7,0.3,0.2,4.0,12.336,1854.84654
250,6,0.001,0.85,0.1,0.2,4.0,12.495,55.44657
250,6,0.001,0.85,0.2,0.2,4.0,13.624,81.625957
250,6,0.001,0.85,0.3,0.2,4.0,15.172,123.026142
