Re,Pr,Da,porosity,thickness,amplitude,wavelength,Nuavg,DelP_Pa
25,3,0.001,0.85,0.1,0.0,0.0,6.7058,3.5391007
25,3,0.001,0.85,0.2,0.0,0.0,7.2261,4.931962
25,3,0.001,0.85,0.3,0.0,0.0,7.8352,6.9917847
25,3,0.001,0.8,0.1,0.0,0.0,6.7107,3.5506918
25,3,0.001,0.8,0.2,0.0,0.0,7.233,4.9540439
25,3,0.001,0.8,0.3,0.0,0.0,7.8432,7.0272847
25,3,0.001,0.75,0.1,0.0,0.0,6.7158,3.5627573
25,3,0.001,0.75,0.2,0.0,0.0,7.2402,4.9773848
25,3,0.001,0.75,0.3,0.0,0.0,7.8515,7.0650341
25,3,0.001,0.7,0.1,0.0,0.0,6.7212,3.575394
25,3,0.001,0.7,0.2,0.0,0.0,7.2478,5.0019789
25,3,0.001,0.7,0.3,0.0,0.0,7.8605,7.105325400000001
25,3,0.0001,0.85,0.1,0.0,0.0,7.0146,4.437649
25,3,0.0001,0.85,0.2,0.0,0.0,7.6278,6.7143536
25,3,0.0001,0.85,0.3,0.0,0.0,8.4242,10.326261
25,3,0.0001,0.8,0.1,0.0,0.0,7.0175,4.4470186
25,3,0.0001,0.8,0.2,0.0,0.0,7.6314,6.731568299999999
25,3,0.0001,0.8,0.3,0.0,0.0,8.4287,10.355907
25,3,0.0001,0.75,0.1,0.0,0.0,7.0204,4.4569642
25,3,0.0001,0.75,0.2,0.0,0.0,7.6351,6.7501525
25,3,0.0001,0.75,0.3,0.0,0.0,8.4333,10.387515
25,3,0.0001,0.7,0.1,0.0,0.0,7.0235,4.4674817
25,3,0.0001,0.7,0.2,0.0,0.0,7.6389,6.770200999999999
25,3,0.0001,0.7,0.3,0.0,0.0,8.4382,10.422079
25,3,1e-05,0.85,0.1,0.0,0.0,7.0987,6.6742439000000005
25,3,1e-05,0.85,0.2,0.0,0.0,7.7415,14.034764
25,3,1e-05,0.85,0.3,0.0,0.0,8.5874,25.849678
25,3,1e-05,0.8,0.1,0.0,0.0,7.0997,6.6853538
25,3,1e-05,0.8,0.2,0.0,0.0,7.7428,14.060641
25,3,1e-05,0.8,0.3,0.0,0.0,8.589,25.895523
25,3,1e-05,0.75,0.1,0.0,0.0,7.1008,6.6977547
25,3,1e-05,0.75,0.2,0.0,0.0,7.7441,14.089505
25,3,1e-05,0.75,0.3,0.0,0.0,8.5907,25.947354
25,3,1e-05,0.7,0.1,0.0,0.0,7.1019,6.711645
25,3,1e-05,0.7,0.2,0.0,0.0,7.7455,14.122356
25,3,1e-05,0.7,0.3,0.0,0.0,8.5925,26.007168
25,3,1e-06,0.85,0.1,0.0,0.0,7.1248,24.410804
25,3,1e-06,0.85,0.2,0.0,0.0,7.7759,78.946158
25,3,1e-06,0.85,0.3,0.0,0.0,8.6348,168.59137800000002
25,3,1e-06,0.8,0.1,0.0,0.0,7.125,24.455769
25,3,1e-06,0.8,0.2,0.0,0.0,7.7762,79.044114
25,3,1e-06,0.8,0.3,0.0,0.0,8.6351,168.75132200000002
25,3,1e-06,0.75,0.1,0.0,0.0,7.1253,24.504731
25,3,1e-06,0.75,0.2,0.0,0.0,7.7765,79.15306600000001
25,3,1e-06,0.75,0.3,0.0,0.0,8.6355,168.93126099999998
25,3,1e-06,0.7,0.1,0.0,0.0,7.1256,24.55769
25,3,1e-06,0.7,0.2,0.0,0.0,7.7769,79.27501500000001
25,3,1e-06,0.7,0.3,0.0,0.0,8.6359,169.13119600000002
25,6,0.001,0.85,0.1,0.0,0.0,7.3903,3.5391007
25,6,0.001,0.85,0.2,0.0,0.0,7.9617,4.931962
25,6,0.001,0.85,0.3,0.0,0.0,8.624,6.9917847
25,6,0.001,0.8,0.1,0.0,0.0,7.3954,3.5506918
25,6,0.001,0.8,0.2,0.0,0.0,7.9689,4.9540439
25,6,0.001,0.8,0.3,0.0,0.0,8.6324,7.0272847
25,6,0.001,0.75,0.1,0.0,0.0,7.4006,3.5627573
25,6,0.001,0.75,0.2,0.0,0.0,7.9764,4.9773848
25,6,0.001,0.75,0.3,0.0,0.0,8.6413,7.0650341
25,6,0.001,0.7,0.1,0.0,0.0,7.4062,3.575394
25,6,0.001,0.7,0.2,0.0,0.0,7.9844,5.0019789
25,6,0.001,0.7,0.3,0.0,0.0,8.6508,7.105325400000001
25,6,0.0001,0.85,0.1,0.0,0.0,7.6993,4.437649
25,6,0.0001,0.85,0.2,0.0,0.0,8.3581,6.7143536
25,6,0.0001,0.85,0.3,0.0,0.0,9.1968,10.326261
25,6,0.0001,0.8,0.1,0.0,0.0,7.7022,4.4470186
25,6,0.0001,0.8,0.2,0.0,0.0,8.3617,6.731568299999999
25,6,0.0001,0.8,0.3,0.0,0.0,9.2014,10.355907
25,6,0.0001,0.75,0.1,0.0,0.0,7.7052,4.4569642
25,6,0.0001,0.75,0.2,0.0,0.0,8.3654,6.7501525
25,6,0.0001,0.75,0.3,0.0,0.0,9.2061,10.387515
25,6,0.0001,0.7,0.1,0.0,0.0,7.7083,4.4674817
25,6,0.0001,0.7,0.2,0.0,0.0,8.3694,6.770200999999999
25,6,0.0001,0.7,0.3,0.0,0.0,9.211,10.422079
25,6,1e-05,0.85,0.1,0.0,0.0,7.7834,6.6742439000000005
25,6,1e-05,0.85,0.2,0.0,0.0,8.4703,14.034764
25,6,1e-05,0.85,0.3,0.0,0.0,9.3549,25.849678
25,6,1e-05,0.8,0.1,0.0,0.0,7.7844,6.6853538
25,6,1e-05,0.8,0.2,0.0,0.0,8.4716,14.060641
25,6,1e-05,0.8,0.3,0.0,0.0,9.3566,25.895523
25,6,1e-05,0.75,0.1,0.0,0.0,7.7854,6.6977547
25,6,1e-05,0.75,0.2,0.0,0.0,8.4729,14.089505
25,6,1e-05,0.75,0.3,0.0,0.0,9.3582,25.947354
25,6,1e-05,0.7,0.1,0.0,0.0,7.7865,6.711645
25,6,1e-05,0.7,0.2,0.0,0.0,8.4742,14.122356
25,6,1e-05,0.7,0.3,0.0,0.0,9.36,26.007168
25,6,1e-06,0.85,0.1,0.0,0.0,7.8095,24.410804
25,6,1e-06,0.85,0.2,0.0,0.0,8.5044,78.946158
25,6,1e-06,0.85,0.3,0.0,0.0,9.4011,168.59137800000002
25,6,1e-06,0.8,0.1,0.0,0.0,7.8097,24.455769
25,6,1e-06,0.8,0.2,0.0,0.0,8.5046,79.044114
25,6,1e-06,0.8,0.3,0.0,0.0,9.4015,168.75132200000002
25,6,1e-06,0.75,0.1,0.0,0.0,7.81,24.504731
25,6,1e-06,0.75,0.2,0.0,0.0,8.5049,79.15306600000001
25,6,1e-06,0.75,0.3,0.0,0.0,9.4018,168.93126099999998
25,6,1e-06,0.7,0.1,0.0,0.0,7.8103,24.55769
25,6,1e-06,0.7,0.2,0.0,0.0,8.5053,79.27501500000001
25,6,1e-06,0.7,0.3,0.0,0.0,9.4023,169.13119600000002
25,20,0.001,0.85,0.1,0.0,0.0,9.6697,3.5391007
25,20,0.001,0.85,0.2,0.0,0.0,10.35,4.931962
25,20,0.001,0.85,0.3,0.0,0.0,11.136,6.9917847
25,20,0.001,0.8,0.1,0.0,0.0,9.6757,3.5506918
25,20,0.001,0.8,0.2,0.0,0.0,10.358,4.9540439
25,20,0.001,0.8,0.3,0.0,0.0,11.146,7.0272847
25,20,0.001,0.75,0.1,0.0,0.0,9.6819,3.5627573
25,20,0.001,0.75,0.2,0.0,0.0,10.367,4.9773848
25,20,0.001,0.75,0.3,0.0,0.0,11.157,7.0650341
25,20,0.001,0.7,0.1,0.0,0.0,9.6884,3.575394
25,20,0.001,0.7,0.2,0.0,0.0,10.376,5.0019789
25,20,0.001,0.7,0.3,0.0,0.0,11.168,7.105325400000001
25,20,0.0001,0.85,0.1,0.0,0.0,10.021,4.437649
25,20,0.0001,0.85,0.2,0.0,0.0,10.789,6.7143536
25,20,0.0001,0.85,0.3,0.0,0.0,11.753,10.326261
25,20,0.0001,0.8,0.1,0.0,0.0,10.024,4.4470186
25,20,0.0001,0.8,0.2,0.0,0.0,10.793,6.731568299999999
25,20,0.0001,0.8,0.3,0.0,0.0,11.758,10.355907
25,20,0.0001,0.75,0.1,0.0,0.0,10.028,4.4569642
25,20,0.0001,0.75,0.2,0.0,0.0,10.797,6.7501525
25,20,0.0001,0.75,0.3,0.0,0.0,11.764,10.387515
25,20,0.0001,0.7,0.1,0.0,0.0,10.031,4.4674817
25,20,0.0001,0.7,0.2,0.0,0.0,10.802,6.770200999999999
25,20,0.0001,0.7,0.3,0.0,0.0,11.769,10.422079
25,20,1e-05,0.85,0.1,0.0,0.0,10.116,6.6742439000000005
25,20,1e-05,0.85,0.2,0.0,0.0,10.913,14.034764
25,20,1e-05,0.85,0.3,0.0,0.0,11.923,25.849678
25,20,1e-05,0.8,0.1,0.0,0.0,10.117,6.6853538
25,20,1e-05,0.8,0.2,0.0,0.0,10.914,14.060641
25,20,1e-05,0.8,0.3,0.0,0.0,11.925,25.895523
25,20,1e-05,0.75,0.1,0.0,0.0,10.118,6.6977547
25,20,1e-05,0.75,0.2,0.0,0.0,10.916,14.089505
25,20,1e-05,0.75,0.3,0.0,0.0,11.927,25.947354
25,20,1e-05,0.7,0.1,0.0,0.0,10.12,6.711645
25,20,1e-05,0.7,0.2,0.0,0.0,10.917,14.122356
25,20,1e-05,0.7,0.3,0.0,0.0,11.929,26.007168
25,20,1e-06,0.85,0.1,0.0,0.0,10.146,24.410804
25,20,1e-06,0.85,0.2,0.0,0.0,10.95,78.946158
25,20,1e-06,0.85,0.3,0.0,0.0,11.973,168.59137800000002
25,20,1e-06,0.8,0.1,0.0,0.0,10.146,24.455769
25,20,1e-06,0.8,0.2,0.0,0.0,10.951,79.044114
25,20,1e-06,0.8,0.3,0.0,0.0,11.973,168.75132200000002
25,20,1e-06,0.75,0.1,0.0,0.0,10.146,24.504731
25,20,1e-06,0.75,0.2,0.0,0.0,10.951,79.15306600000001
25,20,1e-06,0.75,0.3,0.0,0.0,11.974,168.93126099999998
25,20,1e-06,0.7,0.1,0.0,0.0,10.146,24.55769
25,20,1e-06,0.7,0.2,0.0,0.0,10.951,79.27501500000001
25,20,1e-06,0.7,0.3,0.0,0.0,11.974,169.13119600000002
25,50,0.001,0.85,0.1,0.0,0.0,12.563,3.5391007
25,50,0.001,0.85,0.2,0.0,0.0,13.412,4.931962
25,50,0.001,0.85,0.3,0.0,0.0,14.389,6.9917847
25,50,0.001,0.8,0.1,0.0,0.0,12.57,3.5506918
25,50,0.001,0.8,0.2,0.0,0.0,13.423,4.9540439
25,50,0.001,0.8,0.3,0.0,0.0,14.402,7.0272847
25,50,0.001,0.75,0.1,0.0,0.0,12.578,3.5627573
25,50,0.001,0.75,0.2,0.0,0.0,13.434,4.9773848
25,50,0.001,0.75,0.3,0.0,0.0,14.415,7.0650341
25,50,0.001,0.7,0.1,0.0,0.0,12.587,3.575394
25,50,0.001,0.7,0.2,0.0,0.0,13.446,5.0019789
25,50,0.001,0.7,0.3,0.0,0.0,14.429,7.105325400000001
25,50,0.0001,0.85,0.1,0.0,0.0,13.0,4.437649
25,50,0.0001,0.85,0.2,0.0,0.0,13.954,6.7143536
25,50,0.0001,0.85,0.3,0.0,0.0,15.143,10.326261
25,50,0.0001,0.8,0.1,0.0,0.0,13.005,4.4470186
25,50,0.0001,0.8,0.2,0.0,0.0,13.959,6.731568299999999
25,50,0.0001,0.8,0.3,0.0,0.0,15.15,10.355907
25,50,0.0001,0.75,0.1,0.0,0.0,13.009,4.4569642
25,50,0.0001,0.75,0.2,0.0,0.0,13.964,6.7501525
25,50,0.0001,0.75,0.3,0.0,0.0,15.156,10.387515
25,50,0.0001,0.7,0.1,0.0,0.0,13.013,4.4674817
25,50,0.0001,0.7,0.2,0.0,0.0,13.97,6.770200999999999
25,50,0.0001,0.7,0.3,0.0,0.0,15.163,10.422079
25,50,1e-05,0.85,0.1,0.0,0.0,13.119,6.6742439000000005
25,50,1e-05,0.85,0.2,0.0,0.0,14.107,14.034764
25,50,1e-05,0.85,0.3,0.0,0.0,15.351,25.849678
25,50,1e-05,0.8,0.1,0.0,0.0,13.12,6.6853538
25,50,1e-05,0.8,0.2,0.0,0.0,14.108,14.060641
25,50,1e-05,0.8,0.3,0.0,0.0,15.353,25.895523
25,50,1e-05,0.75,0.1,0.0,0.0,13.122,6.6977547
25,50,1e-05,0.75,0.2,0.0,0.0,14.11,14.089505
25,50,1e-05,0.75,0.3,0.0,0.0,15.355,25.947354
25,50,1e-05,0.7,0.1,0.0,0.0,13.123,6.711645
25,50,1e-05,0.7,0.2,0.0,0.0,14.112,14.122356
25,50,1e-05,0.7,0.3,0.0,0.0,15.358,26.007168
25,50,1e-06,0.85,0.1,0.0,0.0,13.155,24.410804
25,50,1e-06,0.85,0.2,0.0,0.0,14.153,78.946158
25,50,1e-06,0.85,0.3,0.0,0.0,15.412,168.59137800000002
25,50,1e-06,0.8,0.1,0.0,0.0,13.156,24.455769
25,50,1e-06,0.8,0.2,0.0,0.0,14.154,79.044114
25,50,1e-06,0.8,0.3,0.0,0.0,15.412,168.75132200000002
25,50,1e-06,0.75,0.1,0.0,0.0,13.156,24.504731
25,50,1e-06,0.75,0.2,0.0,0.0,14.154,79.15306600000001
25,50,1e-06,0.75,0.3,0.0,0.0,15.413,168.93126099999998
25,50,1e-06,0.7,0.1,0.0,0.0,13.157,24.55769
25,50,1e-06,0.7,0.2,0.0,0.0,14.154,79.27501500000001
25,50,1e-06,0.7,0.3,0.0,0.0,15.413,169.13119600000002
100,3,0.001,0.85,0.1,0.0,0.0,8.6293,15.135925
100,3,0.001,0.85,0.2,0.0,0.0,9.2588,21.309251
100,3,0.001,0.85,0.3,0.0,0.0,10.008,30.508539
100,3,0.001,0.8,0.1,0.0,0.0,8.6367,15.200943
100,3,0.001,0.8,0.2,0.0,0.0,9.2687,21.431028
100,3,0.001,0.8,0.3,0.0,0.0,10.02,30.71707
100,3,0.001,0.75,0.1,0.0,0.0,8.6445,15.27188
100,3,0.001,0.75,0.2,0.0,0.0,9.2792,21.561695
100,3,0.001,0.75,0.3,0.0,0.0,10.034,30.942466
100,3,0.001,0.7,0.1,0.0,0.0,8.6529,15.346728
100,3,0.001,0.7,0.2,0.0,0.0,9.2905,21.702236
100,3,0.001,0.7,0.3,0.0,0.0,10.048,31.187713
100,3,0.0001,0.85,0.1,0.0,0.0,8.9129,18.847063
100,3,0.0001,0.85,0.2,0.0,0.0,9.6173,28.761825
100,3,0.0001,0.85,0.3,0.0,0.0,10.531,44.408754
100,3,0.0001,0.8,0.1,0.0,0.0,8.9161,18.895318000000003
100,3,0.0001,0.8,0.2,0.0,0.0,9.6216,28.871917
100,3,0.0001,0.8,0.3,0.0,0.0,10.536,44.615621
100,3,0.0001,0.75,0.1,0.0,0.0,8.9194,18.946497
100,3,0.0001,0.75,0.2,0.0,0.0,9.6261,28.991915
100,3,0.0001,0.75,0.3,0.0,0.0,10.542,44.844372
100,3,0.0001,0.7,0.1,0.0,0.0,8.9229,19.002587
100,3,0.0001,0.7,0.2,0.0,0.0,9.6308,29.124803
100,3,0.0001,0.7,0.3,0.0,0.0,10.548,45.101987
100,3,1e-05,0.85,0.1,0.0,0.0,8.9919,28.1661
100,3,1e-05,0.85,0.2,0.0,0.0,9.7152,59.088896
100,3,1e-05,0.85,0.3,0.0,0.0,10.67,108.595423
100,3,1e-05,0.8,0.1,0.0,0.0,8.993,28.247794000000003
100,3,1e-05,0.8,0.2,0.0,0.0,9.7167,59.323476
100,3,1e-05,0.8,0.3,0.0,0.0,10.672,109.064893
100,3,1e-05,0.75,0.1,0.0,0.0,8.9941,28.340457
100,3,1e-05,0.75,0.2,0.0,0.0,9.7182,59.592016
100,3,1e-05,0.75,0.3,0.0,0.0,10.674,109.594314
100,3,1e-05,0.7,0.1,0.0,0.0,8.9953,28.446084
100,3,1e-05,0.7,0.2,0.0,0.0,9.7199,59.90051
100,3,1e-05,0.7,0.3,0.0,0.0,10.676,110.213675
100,3,1e-06,0.85,0.1,0.0,0.0,9.0168,99.825659
100,3,1e-06,0.85,0.2,0.0,0.0,9.7444,321.337835
100,3,1e-06,0.85,0.3,0.0,0.0,10.709,685.2637070000001
100,3,1e-06,0.8,0.1,0.0,0.0,9.0171,100.096539
100,3,1e-06,0.8,0.2,0.0,0.0,9.7448,322.107681
100,3,1e-06,0.8,0.3,0.0,0.0,10.709,686.7135089999999
100,3,1e-06,0.75,0.1,0.0,0.0,9.0174,100.40641
100,3,1e-06,0.75,0.2,0.0,0.0,9.7451,322.987516
100,3,1e-06,0.75,0.3,0.0,0.0,10.71,688.3832960000001
100,3,1e-06,0.7,0.1,0.0,0.0,9.0176,100.766271
100,3,1e-06,0.7,0.2,0.0,0.0,9.7455,323.997337
100,3,1e-06,0.7,0.3,0.0,0.0,10.71,690.323067
100,6,0.001,0.85,0.1,0.0,0.0,10.308,15.135925
100,6,0.001,0.85,0.2,0.0,0.0,11.019,21.309251
100,6,0.001,0.85,0.3,0.0,0.0,11.862,30.508539
100,6,0.001,0.8,0.1,0.0,0.0,10.316,15.200943
100,6,0.001,0.8,0.2,0.0,0.0,11.03,21.431028
100,6,0.001,0.8,0.3,0.0,0.0,11.876,30.71707
100,6,0.001,0.75,0.1,0.0,0.0,10.325,15.27188
100,6,0.001,0.75,0.2,0.0,0.0,11.042,21.561695
100,6,0.001,0.75,0.3,0.0,0.0,11.891,30.942466
100,6,0.001,0.7,0.1,0.0,0.0,10.335,15.346728
100,6,0.001,0.7,0.2,0.0,0.0,11.055,21.702236
100,6,0.001,0.7,0.3,0.0,0.0,11.907,31.187713
100,6,0.0001,0.85,0.1,0.0,0.0,10.625,18.847063
100,6,0.0001,0.85,0.2,0.0,0.0,11.414,28.761825
100,6,0.0001,0.85,0.3,0.0,0.0,12.432,44.408754
100,6,0.0001,0.8,0.1,0.0,0.0,10.629,18.895318000000003
100,6,0.0001,0.8,0.2,0.0,0.0,11.419,28.871917
100,6,0.0001,0.8,0.3,0.0,0.0,12.438,44.615621
100,6,0.0001,0.75,0.1,0.0,0.0,10.632,18.946497
100,6,0.0001,0.75,0.2,0.0,0.0,11.424,28.991915
100,6,0.0001,0.75,0.3,0.0,0.0,12.444,44.844372
100,6,0.0001,0.7,0.1,0.0,0.0,10.636,19.002587
100,6,0.0001,0.7,0.2,0.0,0.0,11.43,29.124803
100,6,0.0001,0.7,0.3,0.0,0.0,12.451,45.101987
100,6,1e-05,0.85,0.1,0.0,0.0,10.713,28.1661
100,6,1e-05,0.85,0.2,0.0,0.0,11.521,59.088896
100,6,1e-05,0.85,0.3,0.0,0.0,12.581,108.595423
100,6,1e-05,0.8,0.1,0.0,0.0,10.714,28.247794000000003
100,6,1e-05,0.8,0.2,0.0,0.0,11.523,59.323476
100,6,1e-05,0.8,0.3,0.0,0.0,12.583,109.064893
100,6,1e-05,0.75,0.1,0.0,0.0,10.716,28.340457
100,6,1e-05,0.75,0.2,0.0,0.0,11.525,59.592016
100,6,1e-05,0.75,0.3,0.0,0.0,12.586,109.594314
100,6,1e-05,0.7,0.1,0.0,0.0,10.717,28.446084
100,6,1e-05,0.7,0.2,0.0,0.0,11.526,59.90051
100,6,1e-05,0.7,0.3,0.0,0.0,12.588,110.213675
100,6,1e-06,0.85,0.1,0.0,0.0,10.741,99.825659
100,6,1e-06,0.85,0.2,0.0,0.0,11.553,321.337835
100,6,1e-06,0.85,0.3,0.0,0.0,12.623,685.2637070000001
100,6,1e-06,0.8,0.1,0.0,0.0,10.741,100.096539
100,6,1e-06,0.8,0.2,0.0,0.0,11.553,322.107681
100,6,1e-06,0.8,0.3,0.0,0.0,12.623,686.7135089999999
100,6,1e-06,0.75,0.1,0.0,0.0,10.741,100.40641
100,6,1e-06,0.75,0.2,0.0,0.0,11.554,322.987516
100,6,1e-06,0.75,0.3,0.0,0.0,12.624,688.3832960000001
100,6,1e-06,0.7,0.1,0.0,0.0,10.742,100.766271
100,6,1e-06,0.7,0.2,0.0,0.0,11.554,323.997337
100,6,1e-06,0.7,0.3,0.0,0.0,12.625,690.323067
100,20,0.001,0.85,0.1,0.0,0.0,14.804,15.135925
100,20,0.001,0.85,0.2,0.0,0.0,15.757,21.309251
100,20,0.001,0.85,0.3,0.0,0.0,16.916,30.508539
100,20,0.001,0.8,0.1,0.0,0.0,14.816,15.200943
100,20,0.001,0.8,0.2,0.0,0.0,15.773,21.431028
100,20,0.001,0.8,0.3,0.0,0.0,16.935,30.71707
100,20,0.001,0.75,0.1,0.0,0.0,14.829,15.27188
100,20,0.001,0.75,0.2,0.0,0.0,15.79,21.561695
100,20,0.001,0.75,0.3,0.0,0.0,16.956,30.942466
100,20,0.001,0.7,0.1,0.0,0.0,14.843,15.346728
100,20,0.001,0.7,0.2,0.0,0.0,15.808,21.702236
100,20,0.001,0.7,0.3,0.0,0.0,16.979,31.187713
100,20,0.0001,0.85,0.1,0.0,0.0,15.249,18.847063
100,20,0.0001,0.85,0.2,0.0,0.0,16.307,28.761825
100,20,0.0001,0.85,0.3,0.0,0.0,17.688,44.408754
100,20,0.0001,0.8,0.1,0.0,0.0,15.255,18.895318000000003
100,20,0.0001,0.8,0.2,0.0,0.0,16.313,28.871917
100,20,0.0001,0.8,0.3,0.0,0.0,17.697,44.615621
100,20,0.0001,0.75,0.1,0.0,0.0,15.26,18.946497
100,20,0.0001,0.75,0.2,0.0,0.0,16.32,28.991915
100,20,0.0001,0.75,0.3,0.0,0.0,17.706,44.844372
100,20,0.0001,0.7,0.1,0.0,0.0,15.266,19.002587
100,20,0.0001,0.7,0.2,0.0,0.0,16.328,29.124803
100,20,0.0001,0.7,0.3,0.0,0.0,17.716,45.101987
100,20,1e-05,0.85,0.1,0.0,0.0,15.371,28.1661
100,20,1e-05,0.85,0.2,0.0,0.0,16.448,59.088896
100,20,1e-05,0.85,0.3,0.0,0.0,17.888,108.595423
100,20,1e-05,0.8,0.1,0.0,0.0,15.373,28.247794000000003
100,20,1e-05,0.8,0.2,0.0,0.0,16.451,59.323476
100,20,1e-05,0.8,0.3,0.0,0.0,17.891,109.064893
100,20,1e-05,0.75,0.1,0.0,0.0,15.375,28.340457
100,20,1e-05,0.75,0.2,0.0,0.0,16.453,59.592016
100,20,1e-05,0.75,0.3,0.0,0.0,17.894,109.594314
100,20,1e-05,0.7,0.1,0.0,0.0,15.376,28.446084
100,20,1e-05,0.7,0.2,0.0,0.0,16.456,59.90051
100,20,1e-05,0.7,0.3,0.0,0.0,17.898,110.213675
100,20,1e-06,0.85,0.1,0.0,0.0,15.41,99.825659
100,20,1e-06,0.85,0.2,0.0,0.0,16.49,321.337835
100,20,1e-06,0.85,0.3,0.0,0.0,17.942,685.2637070000001
100,20,1e-06,0.8,0.1,0.0,0.0,15.41,100.096539
100,20,1e-06,0.8,0.2,0.0,0.0,16.491,322.107681
100,20,1e-06,0.8,0.3,0.0,0.0,17.943,686.7135089999999
100,20,1e-06,0.75,0.1,0.0,0.0,15.411,100.40641
100,20,1e-06,0.75,0.2,0.0,0.0,16.492,322.987516
100,20,1e-06,0.75,0.3,0.0,0.0,17.944,688.3832960000001
100,20,1e-06,0.7,0.1,0.0,0.0,15.411,100.766271
100,20,1e-06,0.7,0.2,0.0,0.0,16.492,323.997337
100,20,1e-06,0.7,0.3,0.0,0.0,17.945,690.323067
100,50,0.001,0.85,0.1,0.0,0.0,20.219,15.135925
100,50,0.001,0.85,0.2,0.0,0.0,21.506,21.309251
100,50,0.001,0.85,0.3,0.0,0.0,23.046,30.508539
100,50,0.001,0.8,0.1,0.0,0.0,20.236,15.200943
100,50,0.001,0.8,0.2,0.0,0.0,21.529,21.431028
100,50,0.001,0.8,0.3,0.0,0.0,23.073,30.71707
100,50,0.001,0.75,0.1,0.0,0.0,20.254,15.27188
100,50,0.001,0.75,0.2,0.0,0.0,21.554,21.561695
100,50,0.001,0.75,0.3,0.0,0.0,23.101,30.942466
100,50,0.001,0.7,0.1,0.0,0.0,20.273,15.346728
100,50,0.001,0.7,0.2,0.0,0.0,21.579,21.702236
100,50,0.001,0.7,0.3,0.0,0.0,23.131,31.187713
100,50,0.0001,0.85,0.1,0.0,0.0,20.849,18.847063
100,50,0.0001,0.85,0.2,0.0,0.0,22.254,28.761825
100,50,0.0001,0.85,0.3,0.0,0.0,24.148,44.408754
100,50,0.0001,0.8,0.1,0.0,0.0,20.856,18.895318000000003
100,50,0.0001,0.8,0.2,0.0,0.0,22.264,28.871917
100,50,0.0001,0.8,0.3,0.0,0.0,24.161,44.615621
100,50,0.0001,0.75,0.1,0.0,0.0,20.864,18.946497
100,50,0.0001,0.75,0.2,0.0,0.0,22.274,28.991915
100,50,0.0001,0.75,0.3,0.0,0.0,24.175,44.844372
100,50,0.0001,0.7,0.1,0.0,0.0,20.873,19.002587
100,50,0.0001,0.7,0.2,0.0,0.0,22.285,29.124803
100,50,0.0001,0.7,0.3,0.0,0.0,24.19,45.101987
100,50,1e-05,0.85,0.1,0.0,0.0,21.019,28.1661
100,50,1e-05,0.85,0.2,0.0,0.0,22.42,59.088896
100,50,1e-05,0.85,0.3,0.0,0.0,24.395,108.595423
100,50,1e-05,0.8,0.1,0.0,0.0,21.021,28.247794000000003
100,50,1e-05,0.8,0.2,0.0,0.0,22.424,59.323476
100,50,1e-05,0.8,0.3,0.0,0.0,24.4,109.064893
100,50,1e-05,0.75,0.1,0.0,0.0,21.024,28.340457
100,50,1e-05,0.75,0.2,0.0,0.0,22.427,59.592016
100,50,1e-05,0.75,0.3,0.0,0.0,24.405,109.594314
100,50,1e-05,0.7,0.1,0.0,0.0,21.026,28.446084
100,50,1e-05,0.7,0.2,0.0,0.0,22.431,59.90051
100,50,1e-05,0.7,0.3,0.0,0.0,24.41,110.213675
100,50,1e-06,0.85,0.1,0.0,0.0,21.074,99.825659
100,50,1e-06,0.85,0.2,0.0,0.0,22.472,321.337835
100,50,1e-06,0.85,0.3,0.0,0.0,24.462,685.2637070000001
100,50,1e-06,0.8,0.1,0.0,0.0,21.074,100.096539
100,50,1e-06,0.8,0.2,0.0,0.0,22.473,322.107681
100,50,1e-06,0.8,0.3,0.0,0.0,24.463,686.7135089999999
100,50,1e-06,0.75,0.1,0.0,0.0,21.075,100.40641
100,50,1e-06,0.75,0.2,0.0,0.0,22.473,322.987516
100,50,1e-06,0.75,0.3,0.0,0.0,24.464,688.3832960000001
100,50,1e-06,0.7,0.1,0.0,0.0,21.075,100.766271
100,50,1e-06,0.7,0.2,0.0,0.0,22.474,323.997337
100,50,1e-06,0.7,0.3,0.0,0.0,24.466,690.323067
250,3,0.001,0.85,0.1,0.0,0.0,11.248,42.780836
250,3,0.001,0.85,0.2,0.0,0.0,12.002,61.354972
250,3,0.001,0.85,0.3,0.0,0.0,12.927,89.164385
250,3,0.001,0.8,0.1,0.0,0.0,11.26,43.02359
250,3,0.001,0.8,0.2,0.0,0.0,12.016,61.807295
250,3,0.001,0.8,0.3,0.0,0.0,12.945,89.969033
250,3,0.001,0.75,0.1,0.0,0.0,11.271,43.283161
250,3,0.001,0.75,0.2,0.0,0.0,12.031,62.297383
250,3,0.001,0.75,0.3,0.0,0.0,12.965,90.847385
250,3,0.001,0.7,0.1,0.0,0.0,11.284,43.562529000000005
250,3,0.001,0.7,0.2,0.0,0.0,12.048,62.83021
250,3,0.001,0.7,0.3,0.0,0.0,12.986,91.810409
250,3,0.0001,0.85,0.1,0.0,0.0,11.497,52.855422
250,3,0.0001,0.85,0.2,0.0,0.0,12.319,81.968112
250,3,0.0001,0.85,0.3,0.0,0.0,13.424,127.518488
250,3,0.0001,0.8,0.1,0.0,0.0,11.501,53.035829
250,3,0.0001,0.8,0.2,0.0,0.0,12.325,82.447225
250,3,0.0001,0.8,0.3,0.0,0.0,13.432,128.466116
